6497.18447481536,20686.1502497127,88508.0258457392,84732.9618674876,160823.575174613,384976.489249884,353384.979625734,489985.249772803,504596.680808467,565862.48175781,901279.224765773,735653.842017292
5091.97747721955,20934.2577509055,56552.0849525573,89682.217777504,154962.143498468,290503.690704354,358222.747803499,341487.948879811,678942.67981301,914641.414575999,779649.260535219,864539.328874826
5714.74852821501,22118.1151979859,66969.0848348791,107813.597070025,422037.565700936,205789.56740283,260276.95802225,586795.278163692,463798.719618619,465016.270665326,763060.369673354,870598.738692869
11274.4902020281,32187.8069001358,43368.679255883,231212.439654072,175302.125588264,245697.61756662,300630.071635695,300339.219420163,518148.740947128,743570.546027613,608313.243315295,880595.721081595
4803.93123223831,40493.4899818732,49970.3324013739,88950.2812409257,183210.301195918,218711.89583026,294443.827538418,372661.51289572,415420.908495373,599863.402503995,1333177.83431827,772326.833588285
4776.17406521882,26438.4537500817,57362.581129044,157737.796190805,199159.041101787,298124.632886348,295955.63779141,417152.179100802,425238.94944795,686700.672480183,765770.984504383,964711.968828167
5176.59907296966,22507.9355126347,82641.6738708629,108352.672755211,171762.64105976,199052.522283707,312898.991936851,478197.786298392,400796.362734395,629901.157410656,878079.563715823,868813.289773731
4667.68826180153,23724.6323703436,53917.1450733375,89709.6017667658,121943.833146804,174357.969819457,402805.11118223,968601.374260251,425662.515209633,529510.852916391,772653.812493669,897470.451108053
7338.39008788295,25912.1979198404,44053.4883453464,177547.039491673,170800.29039862,167210.93314846,404813.898894539,339180.458579412,549706.937244788,563494.943563249,742996.325170547,761006.024925619
6353.82831061938,28749.3723709656,99127.8981896152,148686.965945679,126915.110526871,169945.611007056,765739.162557356,440928.833984891,431674.798490992,2228174.82142098,803010.807126716,1382163.24562624
4813.29229729236,35739.0996906841,49111.9667460844,95147.2381214168,154875.406119847,185304.317054065,400020.817175546,428463.505247597,663535.580254353,778232.284514844,693053.036063337,838533.356445299
5477.19065740663,49630.1233433709,55039.9610367816,112316.884574058,165290.760961765,197364.719393839,384969.868007871,299781.333280487,547432.869990966,801191.436131221,686915.116916997,918830.937198385
4927.24462168294,24114.7613166323,59402.4539648223,108691.914699195,142430.197301777,186729.908678507,328571.595428595,448549.373659988,414348.282784476,1035676.80756879,848280.544788609,776937.314082018
10056.4805732947,27928.7507899548,67608.4097095102,83660.4681994345,157314.932056675,295883.878271594,297200.53142864,509883.126588705,418696.32254238,910236.015366073,785436.72023056,1444507.14425898
4622.83866149376,17778.067880464,55305.4647207749,76311.1266080104,184942.141485939,217525.910710292,325897.401869674,352397.482503504,419316.580993954,821015.290198273,740376.425785526,782219.416100985
8732.70308041903,40958.5724021237,97335.6158433581,142034.935752968,142070.754185034,270003.002763013,409707.123272037,481938.46675879,465613.145287616,906352.883184266,671539.561931859,940590.21283192
7662.40385091523,22593.7958570014,163658.684527021,118272.965710065,149265.294259634,233320.094392307,976539.359474334,468242.750943107,898652.378327111,689597.869361318,744544.180908672,1075411.90642073
17037.3991730211,33143.6530886774,55504.0879914565,97878.3245701487,160602.52170331,195231.843227621,407303.675443475,663197.793194586,611290.829747935,588923.512658152,641724.233950439,1052235.07887759
7206.97327520972,19853.336436503,50553.1065435794,90285.5014844271,122692.033011002,208208.918346852,594663.010524642,1323633.29212845,484190.991626183,614638.213360597,593850.983379805,808754.399221833
4160.7973572908,42433.6689121247,59562.3094514555,107500.976889712,246296.562672309,258801.949901653,320209.298740335,328379.885299252,847325.815118626,621108.601762762,642781.650303616,886265.277497034
6550.35754668975,17779.8608829398,52278.4586361668,146041.754773313,141173.493307667,252330.828710777,224346.01064432,406881.946953765,911731.489006183,735596.927383587,583745.632717762,804424.852679783
8100.3863637243,29730.8220470892,48604.072321763,79292.9315539893,251006.777775222,217096.777569973,287140.818446273,402205.498008506,430840.009613257,632494.970830626,560790.966586268,694616.411315807
9015.48488884941,21155.1257591136,82475.4854660256,86696.3068884445,139158.922617242,230804.663912569,324509.278030345,288944.245785554,405827.817483814,730753.536615867,804264.820247217,874013.313319388
4265.34385467244,23285.6080032749,44961.3086290204,91458.2167469617,124089.682984007,222951.09711302,281664.658639282,426207.908827752,469669.560009715,477510.353681951,1138666.12799585,937830.839745917
5034.84088261591,22680.5276785851,145093.555419805,112589.593080262,228573.588676713,231576.000665109,242065.043084059,313834.097934021,494508.48328209,648194.086355917,688928.84603193,846531.155376099
6507.78715527364,23400.9778762578,75018.7402613196,128216.446093352,151120.765762422,310653.208921039,282400.466200468,513790.754558025,473464.538912737,585663.823177472,713921.494324225,1063773.36134617
8572.5020356826,24483.5817556185,107771.306186647,88757.5101691973,188280.554475201,356048.789543623,301599.462885638,334429.360062137,422631.325796746,479323.194713448,614205.935146887,989249.651290695
4796.29747950387,32085.3897975457,43504.9731107994,84705.3439987705,191751.223952309,159272.163397268,277148.455928336,322152.574928739,1108641.54007768,562500.583294873,930311.762574547,1477950.0950514
9087.63946925066,28183.6463263263,51607.993773163,145183.907419066,223954.246594602,230139.418737833,280916.547672037,831520.642475947,486663.07106064,581318.760121544,651330.775658289,835279.277363144
5149.38692913877,24895.5627932868,48514.0862626451,74012.8751999562,122611.606853566,226755.435847071,257681.151031439,409959.485871787,486732.339150424,923692.857847555,755661.115952987,901225.238324924
4581.67642497046,22008.9064547917,45823.3675914877,85113.0713366567,128498.301188188,344442.742872125,306386.434010135,319507.158530303,532470.833235518,467342.061846301,617109.896310603,994423.721825515
6146.17006897569,23467.1197156626,48698.2335357234,128700.436865252,121806.080959764,276241.570326988,349245.654114406,584494.54106644,571254.968014595,819255.775801156,1505280.6223542,1690816.1833344
7604.81930906838,35112.2087853333,73994.2669191698,157856.142647964,131895.837506062,390715.22003822,426573.850968182,286980.4549354,448999.525851541,1377277.62446745,1020022.50774849,764924.151703433
4724.59149513089,25408.7420952986,47226.7066861375,96310.6441474451,123718.362998875,184126.042946817,291520.724510598,397069.299817529,445498.171195943,555074.52404735,684258.954858902,873896.419315926
25830.4874491796,20670.6055408011,82105.6869521802,101052.326714637,173883.871021194,256706.981082344,288889.416863787,323603.002278897,552815.828103352,675269.219867761,713478.731914071,1540861.04786525
6071.51305352903,21372.7661803257,63530.3459161964,94690.7636920952,127081.87975172,228139.354621176,304903.441149313,593200.525614516,610536.781948511,798808.528395699,1042293.09750682,859700.087374384
10838.921890119,59844.6821839403,61035.783816674,82343.9355075137,118059.289945513,201722.140501952,345131.300129023,361506.224957734,524572.833788605,817849.901704802,975537.094569045,668091.097990032
8254.67062779551,28133.4879721133,50528.2402659737,80041.3559748587,113006.811435094,395983.715491102,536792.089761307,520844.250758558,438439.561743694,861092.446926543,612151.994176247,823493.083944856
6359.87423422651,28462.9799906062,40056.1742963117,97135.048973399,146560.157199291,174425.045193192,291439.708395386,618502.389324791,570998.687852941,2314290.01351207,656614.368880661,605923.841967051
8089.0140927573,35855.6385126188,55110.6586320961,86887.1250228248,165000.295508483,277284.155043282,278424.118268489,466290.605635588,392957.827471984,450490.507417302,689974.548629478,942785.78343532
6422.29797393737,25796.342246186,57022.5223007527,71896.0308929727,144841.301872845,219430.39819817,264009.788742776,346292.076547675,524788.66916501,467778.484232045,684351.906640181,846492.733368541
9065.01932685203,17123.1366113739,75696.5797346718,101216.097112678,131117.619251719,232053.110512282,259751.319842637,320414.389953496,537275.296573946,513638.678619484,690800.796195813,770869.072724698
5188.56849280881,32552.8108996549,42275.6009191067,84499.1085021332,223874.102632351,218513.318249717,419519.742529795,354409.518458241,377170.278860768,894132.461103272,740934.390343539,1064689.21224193
5077.44125569068,26482.1153596476,165214.418685729,128537.064769586,136700.988201242,187349.296328278,295953.331078099,362352.925972643,471755.366841241,819701.146778143,670710.495670372,978775.261224572
4872.36412321482,20366.6634702192,74888.9243636934,94844.8636119185,318733.001421923,242582.969410298,259490.878470442,435920.543249069,508526.342175193,646305.83530778,1069333.99709102,978676.272254969
